event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,has_fatalities,event_week,event_month
IND179420,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Unidentified Armed Group (India),India,Manipur,Chandel,Chandel,24.3262,94.0006,India Today,"Weapons seizure: Around 7 March 2025 (as reported), security forces (likely police based on their presence in the region) retrieved arms and ammunition belonging to unidentified armed assailants from Chandel district (coded to Chandel town, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included 55 weapons, including 12-bore single-barrel rifles, muzzle-loaded rifles, a shotgun, 32 improvised mortars of varying calibers, four IEDs, grenades, and other ammunition.",0,False,2025-03-03/2025-03-09,2025-03
IND179457,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Manipur,Imphal East,Andro,24.7257,94.0441,Sangai Express,"On 7 March 2025, All Andro Meira Paibi Association staged a sit in protest at Andro Kangjeibung in Andro town (Imphal East, Manipur) against the arrests and detention of armed Metei assailants, stating that they took up arms only to protect the Meitei community, amidst ongoing violence between Meitei and Tribal communities in the state.",0,False,2025-03-03/2025-03-09,2025-03
RUS32912,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Volokonovskiy,Tishanka,50.3897,37.5073,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 1 drone strike and shelled 1 time with 1 artillery shell the village of Tishanka (Volokonovskiy, Belgorod). No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32913,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Khotmyzhsk,50.5133,35.8266,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Khotmyzhsk (Belgorod). In Khotmyzhsk, 3 houses and 1 car were damaged. Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32914,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Chapaevskiy,50.4974,35.8386,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Chapaevskiy (Belgorod). In Chapaevskiy, 1 garage and 2 cars were damaged. Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32915,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Dobroye,50.5201,35.6897,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Dobroye (Belgorod). In Dobroye, 2 commercial buildings and 2 cars were damaged. Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32916,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Dronovka,50.6363,35.4206,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Dronovka (Belgorod). Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32917,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Kozinka,50.453,35.6049,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Kozinka (Belgorod). Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32918,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Mokraya Orlovka,50.5196,35.5175,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Mokraya Orlovka (Belgorod). Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
IND179487,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,West Bengal,Darjeeling,Siliguri,26.7272,88.3984,Telegraph (India),"On 7 March 2025, workers under the Darjeeling Zila Chia Kaman Mazdoor Union affiliated with CITU held a protest at Siliguri city (Darjeeling district, WB) to demand their pending bonuses from the tea estates.",0,False,2025-03-03/2025-03-09,2025-03
RUS32911,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Valuyki i Valuyskiy,Kukuevka,50.1011,37.9191,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 3 drone strikes on 2 locations across the Valuyskiy district, including the village of Kukuevka (Belgorod). Across 2 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
IND179490,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Jammu and Kashmir,Ramban,Ramban,33.2428,75.2351,Daily Excelsior,"On 7 March 2025, hundreds of people (likely from the Muslim community based on reason) led by a former INC MLA held a protest at Ramban city (J&K) against the power department over long power cuts during the month of Ramzan (a holy month for the Muslim community).",0,False,2025-03-03/2025-03-09,2025-03
IND179504,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Jammu and Kashmir,Ramban,Khari,33.3832,75.1557,Daily Excelsior,"On 7 March 2025, people (likely from the Muslim community based on reason) held a protest at Khari city (Ramban district, J&K) against the power department over long power cuts during the month of Ramzan (a holy month for the Muslim community).",0,False,2025-03-03/2025-03-09,2025-03
IND179505,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Jammu and Kashmir,Ramban,Ramsoo,33.3366,75.1933,Daily Excelsior,"On 7 March 2025, people (likely from the Muslim community based on reason) held a protest at Ramsoo city (Ramban district, J&K) against the power department over long power cuts during the month of Ramzan (a holy month for the Muslim community).",0,False,2025-03-03/2025-03-09,2025-03
IND179506,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Jammu and Kashmir,Jammu,Jammu,32.7357,74.8691,Daily Excelsior,"On 7 March 2025, thousands of Yuva Rajput Sabha (YRS) members (a Rajput caste group) held a massive protest by blocking a bridge in Jammu city (J&K) over the remarks made by deputy Chief Minister, regarding the last ruler of the erstwhile state.",0,False,2025-03-03/2025-03-09,2025-03
RUS32919,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Novostroyevka-Pervaya,50.4491,35.7324,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Novostroyevka-Pervaya (Belgorod). In Novostroyevka-Pervaya, local power lines were damaged. Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32920,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Poroz,50.5779,35.4539,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Poroz (Belgorod). Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32921,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Grayvoronskiy,Spodariushino,50.5075,35.483,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 7 drone strikes and shelled 2 times with 14 artillery shells 9 locations across the Grayvoronskiy district, including the village of Spodariushino (Belgorod). Across 9 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32922,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Krasnoyaruzhskiy,Prilesye,50.8763,35.4136,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 5 drone strikes and shelled 3 times with 14 (likely) artillery shells 2 locations across the Krasnoyaruzhskiy district, including the village of Prilesye (Belgorod). Across 2 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
RUS32923,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Krasnoyaruzhskiy,Demidovka,50.9442,35.3923,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 5 drone strikes and shelled 3 times with 14 (likely) artillery shells 2 locations across the Krasnoyaruzhskiy district, including the village of Demidovka (Belgorod). Across 2 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
IND179499,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Jammu and Kashmir,Jammu,Jammu,32.7357,74.8691,Daily Excelsior,"On 7 March 2025, fair price shop dealers held a protest at Jammu city (J&K) to demand payment of their pending commissions.",0,False,2025-03-03/2025-03-09,2025-03
IND179421,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Unidentified Armed Group (India),India,Manipur,Tamenglong,Tatbung,24.7452,93.202,Twitter,"Weapons seizure: On 7 March 2025, Manipur police retrieved arms and ammunition belonging to unidentified armed assailants from Tatbung village (Tamenglong, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included four SBBL, one local made improvised rifle (8mm), fifteen SBBL rounds, ten 8mm rounds and two wireless set baofeng.",0,False,2025-03-03/2025-03-09,2025-03
RUS32909,2025-03-07,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Unknown,Russia,Belgorod,Belgorodskiy,Cheremoshnoe,50.3862,36.4902,Belgorod Governor,"On 7 March 2025, Ukrainian military carried out 4 drone strikes and shelled 2 times with 18 (likely) artillery shells 5 locations across the Belgorodskiy district, including the village of Cheremoshnoe (Belgorod). Russian military shot down 2 drones, likely causing the debris to fall over the settlements. Across 5 locations: No casualties.",0,False,2025-03-03/2025-03-09,2025-03
IND179468,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Manipur,Thoubal,Sangaiyumpham,24.5808,94.0097,Chronicle News Service (India),"On 7 March 2025, Joint Action Committee (JAC) formed to seek justice for a stillborn baby organized a sit in protest attended by women and family members at Puleipokpi Makha Leikai with placards and slogans in Sangaiyumpham village (Thoubal, Manipur) demanding justice and the arrest of those involved in the attack on a pregnant woman resulting in the death of the baby, amidst ongoing violence between Meitei and Tribal communities in the state.",0,False,2025-03-03/2025-03-09,2025-03
IND179460,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Tripura,West Tripura,Agartala,23.833,91.2864,Tripura Chronicle,"On 7 March 2025, SFI and TSU members staged a protest march from Chatra Yuva Bhavan through different parts of Agartala city (West Tripura, Tripura) over concerns of corruption at the Tripura Medical College (TMC) and demanded an investigation after claims surfaced that a teacher gave good marks in exchange for bribes.",0,False,2025-03-03/2025-03-09,2025-03
USA78292,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,Connecticut,New Haven,North Haven,41.3875,-72.8623,WTNH Channel 8,"On 7 March 2025, protesters gathered at the Animal Haven in North Haven (Connecticut) to condemn the shelter for its plan to euthanize a dog after it bit one of the volunteers. Protesters opposed euthanasia at no-kill shelters and claimed the dog was not at fault for the incident.",0,False,2025-03-03/2025-03-09,2025-03
USA78291,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,Their Turn,"Around 7 March 2025 (as reported), protesters with Their Turn and NYCLASS rallied at the Adidas flagship store in New York - Manhattan (New York) as part of 'KangaroosAreNotShoes' campaign to demand that the company stop using kangaroo skin for their soccer shoes.",0,False,2025-03-03/2025-03-09,2025-03
